CURRENT_VALUE;20;40;10;30;60;89;18
20;735;4;20;0;0;0;0
40;4;566;2;0;0;0;0
10;20;2;2574;0;1;0;0
30;0;0;0;40;0;0;0
60;0;0;1;0;36;0;0
89;0;0;0;0;0;4;0
18;0;0;0;0;0;0;5
